musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,checkName,inTime,outTime,prevTime,enrouteTime,restTime,dropDogs,rest24,cpOrder,finalOrder,rest8
Nicolas Petit,20,3/9 02:45:00,11,3/9 02:53:00,11,0h 8m,6h 55m,3/8 19:50:00,8.96,Eagle Island,2019-03-09T02:45:00Z,2019-03-09T02:53:00Z,2019-03-08T19:50:00Z,415,8,0,0,3,NA,0
Joar Leifseth Ulsom,28,3/9 02:03:00,11,3/9 07:45:00,10,5h 42m,7h 16m,3/8 18:47:00,8.53,Eagle Island,2019-03-09T02:03:00Z,2019-03-09T07:45:00Z,2019-03-08T18:47:00Z,436,342,1,0,1,2,0
Peter Kaiser,9,3/9 02:28:00,11,3/9 07:45:00,11,5h 17m,6h 24m,3/8 20:04:00,9.69,Eagle Island,2019-03-09T02:28:00Z,2019-03-09T07:45:00Z,2019-03-08T20:04:00Z,384,317,0,0,2,1,0
Jessie Royer,14,3/9 07:53:00,13,3/9 08:03:00,13,0h 10m,9h 47m,3/8 22:06:00,6.34,Eagle Island,2019-03-09T07:53:00Z,2019-03-09T08:03:00Z,2019-03-08T22:06:00Z,587,10,0,0,8,3,0
Matthew Failor,17,3/9 08:41:00,12,3/9 08:46:00,11,0h 5m,6h 28m,3/9 02:13:00,9.59,Eagle Island,2019-03-09T08:41:00Z,2019-03-09T08:46:00Z,2019-03-09T02:13:00Z,388,5,1,0,9,18,0
Mitch Seavey,32,3/9 05:59:00,11,3/9 10:02:00,11,4h 3m,6h 56m,3/8 23:03:00,8.94,Eagle Island,2019-03-09T05:59:00Z,2019-03-09T10:02:00Z,2019-03-08T23:03:00Z,416,243,0,0,4,9,0
Aliy Zirkle,19,3/9 06:58:00,14,3/9 11:14:00,13,4h 16m,7h 23m,3/8 23:35:00,8.4,Eagle Island,2019-03-09T06:58:00Z,2019-03-09T11:14:00Z,2019-03-08T23:35:00Z,443,256,1,0,6,4,0
Ryan Redington,22,3/9 07:22:00,13,3/9 11:56:00,9,4h 34m,6h 58m,3/9 00:24:00,8.9,Eagle Island,2019-03-09T07:22:00Z,2019-03-09T11:56:00Z,2019-03-09T00:24:00Z,418,274,4,0,7,NA,0
Jessie Holmes,5,3/9 09:10:00,13,3/9 12:39:00,13,3h 29m,6h 15m,3/9 02:55:00,9.92,Eagle Island,2019-03-09T09:10:00Z,2019-03-09T12:39:00Z,2019-03-09T02:55:00Z,375,209,0,0,10,28,0
Richie Diehl,29,3/9 06:44:00,13,3/9 12:51:00,11,6h 7m,7h 16m,3/8 23:28:00,8.53,Eagle Island,2019-03-09T06:44:00Z,2019-03-09T12:51:00Z,2019-03-08T23:28:00Z,436,367,2,0,5,11,0
Matt Hall,3,3/9 14:18:00,9,3/9 14:18:00,9,0h 0m,11h 33m,3/9 02:45:00,5.37,Eagle Island,2019-03-09T14:18:00Z,2019-03-09T14:18:00Z,2019-03-09T02:45:00Z,693,0,0,0,16,6,0
Paige Drobny,40,3/9 09:28:00,12,3/9 14:28:00,12,5h 0m,7h 3m,3/9 02:25:00,8.79,Eagle Island,2019-03-09T09:28:00Z,2019-03-09T14:28:00Z,2019-03-09T02:25:00Z,423,300,0,0,11,7,0
Travis Beals,51,3/9 12:33:00,11,3/9 17:16:00,11,4h 43m,6h 37m,3/9 05:56:00,9.37,Eagle Island,2019-03-09T12:33:00Z,2019-03-09T17:16:00Z,2019-03-09T05:56:00Z,397,283,0,0,14,5,0
Mats Pettersson,4,3/9 12:03:00,11,3/9 17:32:00,11,5h 29m,6h 43m,3/9 05:20:00,9.23,Eagle Island,2019-03-09T12:03:00Z,2019-03-09T17:32:00Z,2019-03-09T05:20:00Z,403,329,0,0,13,20,0
Aaron Burmeister,38,3/9 10:31:00,11,3/9 18:31:00,11,8h 0m,7h 37m,3/9 02:54:00,8.14,Eagle Island,2019-03-09T10:31:00Z,2019-03-09T18:31:00Z,2019-03-09T02:54:00Z,457,480,0,0,12,10,1
Jeff King,23,3/9 20:34:00,13,3/9 20:53:00,13,0h 19m,11h 26m,3/9 09:08:00,5.42,Eagle Island,2019-03-09T20:34:00Z,2019-03-09T20:53:00Z,2019-03-09T09:08:00Z,686,19,0,0,26,13,0
Linwood Fiedler,15,3/9 15:18:00,12,3/9 21:02:00,12,5h 44m,7h 41m,3/9 07:37:00,8.07,Eagle Island,2019-03-09T15:18:00Z,2019-03-09T21:02:00Z,2019-03-09T07:37:00Z,461,344,0,0,17,12,0
Ramey Smyth,6,3/9 13:45:00,12,3/9 21:46:00,12,8h 1m,7h 36m,3/9 06:09:00,8.16,Eagle Island,2019-03-09T13:45:00Z,2019-03-09T21:46:00Z,2019-03-09T06:09:00Z,456,481,0,0,15,8,1
Aaron Peck,47,3/9 22:41:00,7,3/9 22:49:00,7,0h 8m,13h 6m,3/9 09:35:00,4.73,Eagle Island,2019-03-09T22:41:00Z,2019-03-09T22:49:00Z,2019-03-09T09:35:00Z,786,8,0,0,29,24,0
Lev Shvarts,13,3/9 17:01:00,11,3/9 23:17:00,9,6h 16m,11h 35m,3/9 05:26:00,5.35,Eagle Island,2019-03-09T17:01:00Z,2019-03-09T23:17:00Z,2019-03-09T05:26:00Z,695,376,2,0,18,NA,0
Michi Konno,43,3/9 19:39:00,11,3/10 01:10:00,11,5h 31m,7h 49m,3/9 11:50:00,7.93,Eagle Island,2019-03-09T19:39:00Z,2019-03-10T01:10:00Z,2019-03-09T11:50:00Z,469,331,0,0,23,26,0
Jason Campeau,12,3/9 19:05:00,11,3/10 01:18:00,10,6h 13m,12h 41m,3/9 06:24:00,4.89,Eagle Island,2019-03-09T19:05:00Z,2019-03-10T01:18:00Z,2019-03-09T06:24:00Z,761,373,1,0,22,31,0
Kristy Berington,26,3/9 18:51:00,12,3/10 01:22:00,12,6h 31m,7h 21m,3/9 11:30:00,8.44,Eagle Island,2019-03-09T18:51:00Z,2019-03-10T01:22:00Z,2019-03-09T11:30:00Z,441,391,0,0,20,16,0
Anna Berington,10,3/9 18:51:00,12,3/10 01:23:00,12,6h 32m,7h 22m,3/9 11:29:00,8.42,Eagle Island,2019-03-09T18:51:00Z,2019-03-10T01:23:00Z,2019-03-09T11:29:00Z,442,392,0,0,21,17,0
Wade Marrs,36,3/9 18:10:00,11,3/10 03:13:00 *,10,8h 3m,7h 22m,3/9 10:48:00,8.42,Eagle Island,2019-03-09T18:10:00Z,2019-03-10T03:13:00Z,2019-03-09T10:48:00Z,442,543,1,0,19,14,1
Seth Barnes,45,3/9 20:06:00,11,3/10 03:15:00 *,11,6h 9m,7h 21m,3/9 12:45:00,8.44,Eagle Island,2019-03-09T20:06:00Z,2019-03-10T03:15:00Z,2019-03-09T12:45:00Z,441,429,0,0,24,19,0
Brett Bruggeman,35,3/9 20:10:00,12,3/10 03:19:00 *,12,6h 9m,7h 25m,3/9 12:45:00,8.36,Eagle Island,2019-03-09T20:10:00Z,2019-03-10T03:19:00Z,2019-03-09T12:45:00Z,445,429,0,0,25,NA,0
Jeff Deeter,25,3/10 03:48:00 *,9,3/10 03:59:00,9,0h 11m,10h 57m,3/9 15:51:00,5.66,Eagle Island,2019-03-10T03:48:00Z,2019-03-10T03:59:00Z,2019-03-09T15:51:00Z,717,11,0,0,33,15,0
Charley Bejna,31,3/9 21:53:00,10,3/10 04:06:00 *,10,5h 13m,7h 28m,3/9 14:25:00,8.3,Eagle Island,2019-03-09T21:53:00Z,2019-03-10T04:06:00Z,2019-03-09T14:25:00Z,448,373,0,0,28,25,0
Lance Mackey,44,3/9 21:48:00,12,3/10 04:58:00 *,12,6h 10m,6h 58m,3/9 14:50:00,8.9,Eagle Island,2019-03-09T21:48:00Z,2019-03-10T04:58:00Z,2019-03-09T14:50:00Z,418,430,0,0,27,27,0
Richie Beattie,50,3/10 00:01:00,13,3/10 07:36:00 *,12,6h 35m,6h 58m,3/9 17:03:00,8.9,Eagle Island,2019-03-10T00:01:00Z,2019-03-10T07:36:00Z,2019-03-09T17:03:00Z,418,455,1,0,32,21,0
Martin Buser,21,3/9 23:20:00,12,3/10 07:58:00 *,12,7h 38m,6h 59m,3/9 16:21:00,8.88,Eagle Island,2019-03-09T23:20:00Z,2019-03-10T07:58:00Z,2019-03-09T16:21:00Z,419,518,0,0,31,23,1
Robert Redington,34,3/9 23:00:00,9,3/10 08:13:00 *,8,8h 13m,7h 0m,3/9 16:00:00,8.86,Eagle Island,2019-03-09T23:00:00Z,2019-03-10T08:13:00Z,2019-03-09T16:00:00Z,420,553,1,0,30,NA,1
Ed Hopkins,33,3/10 08:31:00 *,13,3/10 08:31:00,13,0h 0m,12h 15m,3/9 19:16:00,5.06,Eagle Island,2019-03-10T08:31:00Z,2019-03-10T08:31:00Z,2019-03-09T19:16:00Z,795,0,0,0,34,22,0
Sarah Stokey,52,3/10 11:33:00 *,12,3/10 16:31:00,11,4h 58m,19h 28m,3/9 15:05:00,3.18,Eagle Island,2019-03-10T11:33:00Z,2019-03-10T16:31:00Z,2019-03-09T15:05:00Z,1228,298,1,0,35,35,0
Jessica Klejka,24,3/10 12:48:00,11,3/10 19:53:00,11,7h 5m,8h 12m,3/10 04:36:00,7.56,Eagle Island,2019-03-10T12:48:00Z,2019-03-10T19:53:00Z,2019-03-10T04:36:00Z,492,425,0,0,36,32,0
Ryan Santiago,49,3/10 20:45:00,14,3/11 03:14:00,14,6h 29m,9h 37m,3/10 11:08:00,6.45,Eagle Island,2019-03-10T20:45:00Z,2019-03-11T03:14:00Z,2019-03-10T11:08:00Z,577,389,0,0,40,30,0
Niklas Wikstrand,42,3/10 16:01:00,14,3/11 03:24:00,13,11h 23m,6h 56m,3/10 09:05:00,8.94,Eagle Island,2019-03-10T16:01:00Z,2019-03-11T03:24:00Z,2019-03-10T09:05:00Z,416,683,1,0,38,NA,1
Martin Apayauq Reitan,39,3/10 15:15:00,13,3/11 04:08:00,13,12h 53m,9h 55m,3/10 05:20:00,6.25,Eagle Island,2019-03-10T15:15:00Z,2019-03-11T04:08:00Z,2019-03-10T05:20:00Z,595,773,0,0,37,29,1
Sebastien Dos Santos Borges,46,3/10 19:17:00,12,3/11 04:10:00,12,8h 53m,7h 34m,3/10 11:43:00,8.19,Eagle Island,2019-03-10T19:17:00Z,2019-03-11T04:10:00Z,2019-03-10T11:43:00Z,454,533,0,0,39,NA,1
Blair Braverman,11,3/11 00:58:00,11,3/11 10:22:00,11,9h 24m,8h 24m,3/10 16:34:00,7.38,Eagle Island,2019-03-11T00:58:00Z,2019-03-11T10:22:00Z,2019-03-10T16:34:00Z,504,564,0,0,41,37,1
Michael Baker,41,3/11 15:20:00,9,3/11 19:36:00,9,4h 16m,12h 51m,3/11 02:29:00,4.82,Eagle Island,2019-03-11T15:20:00Z,2019-03-11T19:36:00Z,2019-03-11T02:29:00Z,771,256,0,0,43,34,0
Alison Lifka,37,3/11 15:02:00,13,3/11 19:50:00,13,4h 48m,12h 38m,3/11 02:24:00,4.91,Eagle Island,2019-03-11T15:02:00Z,2019-03-11T19:50:00Z,2019-03-11T02:24:00Z,758,288,0,0,42,33,0
Kristin Bacon,8,3/11 15:22:00,13,3/11 20:28:00,12,5h 6m,16h 2m,3/10 23:20:00,3.87,Eagle Island,2019-03-11T15:22:00Z,2019-03-11T20:28:00Z,2019-03-10T23:20:00Z,962,306,1,0,44,39,0
Anja Radano,2,3/11 15:22:00,11,3/11 20:29:00,11,5h 7m,16h 0m,3/10 23:22:00,3.88,Eagle Island,2019-03-11T15:22:00Z,2019-03-11T20:29:00Z,2019-03-10T23:22:00Z,960,307,0,0,45,36,0
Victoria Hardwick,30,3/11 18:39:00,14,3/12 04:48:00,14,10h 9m,9h 49m,3/11 08:50:00,6.32,Eagle Island,2019-03-11T18:39:00Z,2019-03-12T04:48:00Z,2019-03-11T08:50:00Z,589,609,0,0,46,40,1
Jeremy Keller,48,3/11 21:52:00,8,3/12 04:51:00,8,6h 59m,13h 56m,3/11 07:56:00,4.45,Eagle Island,2019-03-11T21:52:00Z,2019-03-12T04:51:00Z,2019-03-11T07:56:00Z,836,419,0,0,48,38,0
Cindy Gallea,53,3/11 18:39:00,12,3/12 04:52:00,8,10h 13m,9h 5m,3/11 09:34:00,6.83,Eagle Island,2019-03-11T18:39:00Z,2019-03-12T04:52:00Z,2019-03-11T09:34:00Z,545,613,4,0,47,NA,1
Nicolas Petit,20,3/9 16:51:00,11,3/9 21:49:00,10,4h 58m,13h 58m,3/9 02:53:00,4.3,Kaltag,2019-03-09T16:51:00Z,2019-03-09T21:49:00Z,2019-03-09T02:53:00Z,838,298,1,0,2,NA,0
Joar Leifseth Ulsom,28,3/9 18:53:00,10,3/9 23:44:00,10,4h 51m,11h 8m,3/9 07:45:00,5.39,Kaltag,2019-03-09T18:53:00Z,2019-03-09T23:44:00Z,2019-03-09T07:45:00Z,668,291,0,0,3,2,0
Jessie Royer,14,3/9 19:18:00,13,3/9 23:47:00,13,4h 29m,11h 15m,3/9 08:03:00,5.33,Kaltag,2019-03-09T19:18:00Z,2019-03-09T23:47:00Z,2019-03-09T08:03:00Z,675,269,0,0,4,3,0
Peter Kaiser,9,3/9 16:48:00,11,3/10 00:51:00,11,8h 3m,9h 3m,3/9 07:45:00,6.63,Kaltag,2019-03-09T16:48:00Z,2019-03-10T00:51:00Z,2019-03-09T07:45:00Z,543,483,0,0,1,1,1
Mitch Seavey,32,3/9 21:35:00,11,3/10 03:47:00 *,9,5h 12m,11h 33m,3/9 10:02:00,5.19,Kaltag,2019-03-09T21:35:00Z,2019-03-10T03:47:00Z,2019-03-09T10:02:00Z,693,372,2,0,5,9,0
Matt Hall,3,3/10 06:00:00 *,9,3/10 06:05:00,9,0h 5m,14h 42m,3/9 14:18:00,4.08,Kaltag,2019-03-10T06:00:00Z,2019-03-10T06:05:00Z,2019-03-09T14:18:00Z,942,5,0,0,13,6,0
Jessie Holmes,5,3/9 22:48:00,13,3/10 06:57:00 *,11,7h 9m,10h 9m,3/9 12:39:00,5.91,Kaltag,2019-03-09T22:48:00Z,2019-03-10T06:57:00Z,2019-03-09T12:39:00Z,609,489,2,0,7,28,1
Aliy Zirkle,19,3/9 22:24:00,13,3/10 07:37:00 *,13,8h 13m,11h 10m,3/9 11:14:00,5.37,Kaltag,2019-03-09T22:24:00Z,2019-03-10T07:37:00Z,2019-03-09T11:14:00Z,670,553,0,0,6,4,1
Matthew Failor,17,3/9 23:35:00,11,3/10 08:01:00 *,11,7h 26m,14h 49m,3/9 08:46:00,4.05,Kaltag,2019-03-09T23:35:00Z,2019-03-10T08:01:00Z,2019-03-09T08:46:00Z,889,506,0,0,8,18,1
Paige Drobny,40,3/10 05:18:00 *,12,3/10 08:54:00,12,3h 36m,13h 50m,3/9 14:28:00,4.34,Kaltag,2019-03-10T05:18:00Z,2019-03-10T08:54:00Z,2019-03-09T14:28:00Z,890,216,0,0,12,7,0
Ryan Redington,22,3/10 01:57:00,9,3/10 09:45:00 *,9,6h 48m,14h 1m,3/9 11:56:00,4.28,Kaltag,2019-03-10T01:57:00Z,2019-03-10T09:45:00Z,2019-03-09T11:56:00Z,841,468,0,0,10,NA,0
Aaron Burmeister,38,3/10 06:13:00 *,11,3/10 10:52:00,11,4h 39m,10h 42m,3/9 18:31:00,5.61,Kaltag,2019-03-10T06:13:00Z,2019-03-10T10:52:00Z,2019-03-09T18:31:00Z,702,279,0,0,15,10,0
Mats Pettersson,4,3/10 05:14:00 *,11,3/10 11:46:00,11,6h 32m,10h 42m,3/9 17:32:00,5.61,Kaltag,2019-03-10T05:14:00Z,2019-03-10T11:46:00Z,2019-03-09T17:32:00Z,702,392,0,0,11,20,0
Travis Beals,51,3/10 06:04:00 *,11,3/10 11:56:00,10,5h 52m,11h 48m,3/9 17:16:00,5.08,Kaltag,2019-03-10T06:04:00Z,2019-03-10T11:56:00Z,2019-03-09T17:16:00Z,768,352,1,0,14,5,0
Richie Diehl,29,3/10 01:54:00,11,3/10 13:25:00 *,10,10h 31m,13h 3m,3/9 12:51:00,4.6,Kaltag,2019-03-10T01:54:00Z,2019-03-10T13:25:00Z,2019-03-09T12:51:00Z,783,691,1,0,9,11,1
Linwood Fiedler,15,3/10 08:11:00 *,12,3/10 15:19:00,12,7h 8m,10h 9m,3/9 21:02:00,5.91,Kaltag,2019-03-10T08:11:00Z,2019-03-10T15:19:00Z,2019-03-09T21:02:00Z,669,428,0,0,16,12,0
Ramey Smyth,6,3/10 09:41:00 *,12,3/10 15:45:00,12,6h 4m,10h 55m,3/9 21:46:00,5.5,Kaltag,2019-03-10T09:41:00Z,2019-03-10T15:45:00Z,2019-03-09T21:46:00Z,715,364,0,0,17,8,0
Michi Konno,43,3/10 12:06:00 *,11,3/10 18:51:00,10,6h 45m,9h 56m,3/10 01:10:00,6.04,Kaltag,2019-03-10T12:06:00Z,2019-03-10T18:51:00Z,2019-03-10T01:10:00Z,656,405,1,0,19,26,0
Jeff King,23,3/10 13:06:00 *,13,3/10 18:52:00,13,5h 46m,15h 13m,3/9 20:53:00,3.94,Kaltag,2019-03-10T13:06:00Z,2019-03-10T18:52:00Z,2019-03-09T20:53:00Z,973,346,0,0,21,13,0
Wade Marrs,36,3/10 14:28:00,10,3/10 20:20:00,9,5h 52m,11h 15m,3/10 03:13:00,5.33,Kaltag,2019-03-10T14:28:00Z,2019-03-10T20:20:00Z,2019-03-10T03:13:00Z,675,352,1,0,23,14,0
Anna Berington,10,3/10 12:07:00 *,12,3/10 20:28:00,12,8h 21m,9h 44m,3/10 01:23:00,6.16,Kaltag,2019-03-10T12:07:00Z,2019-03-10T20:28:00Z,2019-03-10T01:23:00Z,644,501,0,0,20,17,1
Kristy Berington,26,3/10 12:01:00 *,12,3/10 20:29:00,11,8h 28m,9h 39m,3/10 01:22:00,6.22,Kaltag,2019-03-10T12:01:00Z,2019-03-10T20:29:00Z,2019-03-10T01:22:00Z,639,508,1,0,18,16,1
Lev Shvarts,13,3/10 13:25:00 *,9,3/10 21:23:00,7,7h 58m,13h 8m,3/9 23:17:00,4.57,Kaltag,2019-03-10T13:25:00Z,2019-03-10T21:23:00Z,2019-03-09T23:17:00Z,848,478,2,0,22,NA,0
Brett Bruggeman,35,3/10 14:35:00,12,3/10 21:55:00,12,7h 20m,11h 16m,3/10 03:19:00,5.33,Kaltag,2019-03-10T14:35:00Z,2019-03-10T21:55:00Z,2019-03-10T03:19:00Z,676,440,0,0,25,NA,0
Charley Bejna,31,3/10 15:51:00,10,3/10 22:10:00,10,6h 19m,11h 45m,3/10 04:06:00,5.11,Kaltag,2019-03-10T15:51:00Z,2019-03-10T22:10:00Z,2019-03-10T04:06:00Z,705,379,0,0,28,25,0
Seth Barnes,45,3/10 14:42:00,11,3/10 22:45:00,11,8h 3m,11h 27m,3/10 03:15:00,5.24,Kaltag,2019-03-10T14:42:00Z,2019-03-10T22:45:00Z,2019-03-10T03:15:00Z,687,483,0,0,26,19,1
Aaron Peck,47,3/10 15:04:00 *,7,3/10 23:02:00,7,7h 58m,15h 15m,3/9 22:49:00,3.93,Kaltag,2019-03-10T15:04:00Z,2019-03-10T23:02:00Z,2019-03-09T22:49:00Z,975,478,0,0,27,24,0
Lance Mackey,44,3/10 14:34:00,12,3/10 23:06:00,12,8h 32m,9h 36m,3/10 04:58:00,6.25,Kaltag,2019-03-10T14:34:00Z,2019-03-10T23:06:00Z,2019-03-10T04:58:00Z,576,512,0,0,24,27,1
Jeff Deeter,25,3/10 17:29:00,9,3/10 23:24:00,8,5h 55m,13h 30m,3/10 03:59:00,4.44,Kaltag,2019-03-10T17:29:00Z,2019-03-10T23:24:00Z,2019-03-10T03:59:00Z,810,355,1,0,32,15,0
Richie Beattie,50,3/10 16:49:00,12,3/10 23:58:00,12,7h 9m,9h 13m,3/10 07:36:00,6.51,Kaltag,2019-03-10T16:49:00Z,2019-03-10T23:58:00Z,2019-03-10T07:36:00Z,553,429,0,0,29,21,0
Martin Buser,21,3/10 17:21:00,12,3/11 04:58:00,12,11h 37m,9h 23m,3/10 07:58:00,6.39,Kaltag,2019-03-10T17:21:00Z,2019-03-11T04:58:00Z,2019-03-10T07:58:00Z,563,697,0,0,30,23,1
Jason Campeau,12,3/10 21:12:00 *,10,3/11 05:04:00,9,7h 52m,18h 54m,3/10 01:18:00,3.17,Kaltag,2019-03-10T21:12:00Z,2019-03-11T05:04:00Z,2019-03-10T01:18:00Z,1194,472,1,0,33,31,0
Ed Hopkins,33,3/10 23:44:00,13,3/11 05:16:00,13,5h 32m,15h 13m,3/10 08:31:00,3.94,Kaltag,2019-03-10T23:44:00Z,2019-03-11T05:16:00Z,2019-03-10T08:31:00Z,913,332,0,0,34,22,0
Sarah Stokey,52,3/11 03:52:00,11,3/11 10:09:00,11,6h 17m,11h 21m,3/10 16:31:00,5.29,Kaltag,2019-03-11T03:52:00Z,2019-03-11T10:09:00Z,2019-03-10T16:31:00Z,681,377,0,0,35,35,0
Jessica Klejka,24,3/11 11:24:00,11,3/11 19:37:00,11,8h 13m,15h 31m,3/10 19:53:00,3.87,Kaltag,2019-03-11T11:24:00Z,2019-03-11T19:37:00Z,2019-03-10T19:53:00Z,931,493,0,0,36,32,1
Ryan Santiago,49,3/11 14:34:00,14,3/11 22:43:00,13,8h 9m,11h 20m,3/11 03:14:00,5.29,Kaltag,2019-03-11T14:34:00Z,2019-03-11T22:43:00Z,2019-03-11T03:14:00Z,680,489,1,0,37,30,1
Martin Apayauq Reitan,39,3/11 14:58:00,13,3/12 00:55:00,13,9h 57m,10h 50m,3/11 04:08:00,5.54,Kaltag,2019-03-11T14:58:00Z,2019-03-12T00:55:00Z,2019-03-11T04:08:00Z,650,597,0,0,39,29,1
Sebastien Dos Santos Borges,46,3/11 15:00:00,12,3/12 01:22:00,11,10h 22m,10h 50m,3/11 04:10:00,5.54,Kaltag,2019-03-11T15:00:00Z,2019-03-12T01:22:00Z,2019-03-11T04:10:00Z,650,622,1,0,40,NA,1
Blair Braverman,11,3/11 21:17:00,11,3/12 09:48:00,10,12h 31m,10h 55m,3/11 10:22:00,5.5,Kaltag,2019-03-11T21:17:00Z,2019-03-12T09:48:00Z,2019-03-11T10:22:00Z,655,751,1,0,41,37,1
Michael Baker,41,3/12 13:15:00,9,3/12 22:12:00,9,8h 57m,17h 39m,3/11 19:36:00,3.4,Kaltag,2019-03-12T13:15:00Z,2019-03-12T22:12:00Z,2019-03-11T19:36:00Z,1059,537,0,0,43,34,1
Kristin Bacon,8,3/12 15:04:00,12,3/12 22:13:00,12,7h 9m,18h 36m,3/11 20:28:00,3.23,Kaltag,2019-03-12T15:04:00Z,2019-03-12T22:13:00Z,2019-03-11T20:28:00Z,1116,429,0,0,45,39,0
Anja Radano,2,3/12 14:32:00,11,3/12 22:20:00,11,7h 48m,18h 3m,3/11 20:29:00,3.32,Kaltag,2019-03-12T14:32:00Z,2019-03-12T22:20:00Z,2019-03-11T20:29:00Z,1083,468,0,0,44,36,0
Alison Lifka,37,3/12 13:09:00,13,3/12 22:42:00,13,9h 33m,17h 19m,3/11 19:50:00,3.46,Kaltag,2019-03-12T13:09:00Z,2019-03-12T22:42:00Z,2019-03-11T19:50:00Z,1039,573,0,0,42,33,1
Jeremy Keller,48,3/12 20:49:00,8,3/13 04:31:00,8,7h 42m,15h 58m,3/12 04:51:00,3.76,Kaltag,2019-03-12T20:49:00Z,2019-03-13T04:31:00Z,2019-03-12T04:51:00Z,958,462,0,0,46,38,0
Victoria Hardwick,30,3/12 20:53:00,14,3/13 04:36:00,14,7h 43m,16h 5m,3/12 04:48:00,3.73,Kaltag,2019-03-12T20:53:00Z,2019-03-13T04:36:00Z,2019-03-12T04:48:00Z,965,463,0,0,47,40,0
Cindy Gallea,53,3/12 21:22:00,8,3/13 05:22:00,8,8h 0m,16h 30m,3/12 04:52:00,3.64,Kaltag,2019-03-12T21:22:00Z,2019-03-13T05:22:00Z,2019-03-12T04:52:00Z,990,480,0,0,48,NA,1
Robert Redington,34,3/10 17:22:00,8,NA,8,NA,9h 9m,3/10 08:13:00,6.56,Kaltag,2019-03-10T17:22:00Z,NA,2019-03-10T08:13:00Z,549,NA,0,NA,31,NA,NA
Niklas Wikstrand,42,3/11 14:35:00,13,NA,13,NA,11h 11m,3/11 03:24:00,5.37,Kaltag,2019-03-11T14:35:00Z,NA,2019-03-11T03:24:00Z,671,NA,0,NA,38,NA,NA
Nicolas Petit,20,3/10 09:46:00 *,10,3/10 14:48:00,10,5h 2m,10h 57m,3/9 21:49:00,7.76,Unalakleet,2019-03-10T09:46:00Z,2019-03-10T14:48:00Z,2019-03-09T21:49:00Z,717,302,0,0,1,NA,0
Peter Kaiser,9,3/10 16:37:00 *,11,3/10 16:40:00,10,0h 3m,14h 46m,3/10 00:51:00,5.76,Unalakleet,2019-03-10T16:37:00Z,2019-03-10T16:40:00Z,2019-03-10T00:51:00Z,946,3,1,0,2,1,0
Joar Leifseth Ulsom,28,3/10 16:40:00 *,10,3/10 16:40:00,10,0h 0m,15h 56m,3/9 23:44:00,5.33,Unalakleet,2019-03-10T16:40:00Z,2019-03-10T16:40:00Z,2019-03-09T23:44:00Z,1016,0,0,0,3,2,0
Jessie Royer,14,3/10 16:43:00 *,13,3/10 16:45:00,13,0h 2m,15h 56m,3/9 23:47:00,5.33,Unalakleet,2019-03-10T16:43:00Z,2019-03-10T16:45:00Z,2019-03-09T23:47:00Z,1016,2,0,0,4,3,0
Mitch Seavey,32,3/10 20:18:00,9,3/10 20:25:00,9,0h 7m,16h 31m,3/10 03:47:00,5.15,Unalakleet,2019-03-10T20:18:00Z,2019-03-10T20:25:00Z,2019-03-10T03:47:00Z,991,7,0,0,5,9,0
Jessie Holmes,5,3/10 20:40:00,11,3/11 00:30:00,11,3h 50m,13h 43m,3/10 06:57:00,6.2,Unalakleet,2019-03-10T20:40:00Z,2019-03-11T00:30:00Z,2019-03-10T06:57:00Z,823,230,0,0,6,28,0
Aliy Zirkle,19,3/10 20:43:00,13,3/11 01:00:00,12,4h 17m,13h 6m,3/10 07:37:00,6.49,Unalakleet,2019-03-10T20:43:00Z,2019-03-11T01:00:00Z,2019-03-10T07:37:00Z,786,257,1,0,7,4,0
Matt Hall,3,3/10 23:34:00,9,3/11 03:31:00,9,3h 57m,17h 29m,3/10 06:05:00,4.86,Unalakleet,2019-03-10T23:34:00Z,2019-03-11T03:31:00Z,2019-03-10T06:05:00Z,1049,237,0,0,9,6,0
Matthew Failor,17,3/10 23:30:00,11,3/11 03:40:00,11,4h 10m,15h 29m,3/10 08:01:00,5.49,Unalakleet,2019-03-10T23:30:00Z,2019-03-11T03:40:00Z,2019-03-10T08:01:00Z,929,250,0,0,8,18,0
Paige Drobny,40,3/11 00:47:00,12,3/11 04:37:00,12,3h 50m,15h 53m,3/10 08:54:00,5.35,Unalakleet,2019-03-11T00:47:00Z,2019-03-11T04:37:00Z,2019-03-10T08:54:00Z,953,230,0,0,10,7,0
Aaron Burmeister,38,3/11 01:04:00,11,3/11 05:25:00,11,4h 21m,14h 12m,3/10 10:52:00,5.99,Unalakleet,2019-03-11T01:04:00Z,2019-03-11T05:25:00Z,2019-03-10T10:52:00Z,852,261,0,0,13,10,0
Travis Beals,51,3/11 00:47:00,10,3/11 05:39:00,10,4h 52m,12h 51m,3/10 11:56:00,6.61,Unalakleet,2019-03-11T00:47:00Z,2019-03-11T05:39:00Z,2019-03-10T11:56:00Z,771,292,0,0,11,5,0
Ryan Redington,22,3/11 01:02:00,9,3/11 05:44:00,9,4h 42m,15h 17m,3/10 09:45:00,5.56,Unalakleet,2019-03-11T01:02:00Z,2019-03-11T05:44:00Z,2019-03-10T09:45:00Z,917,282,0,0,12,NA,0
